supplier_name,awarded_amt
charslton technologies pte ltd,1311865.0
chartered survey services consultants,99981.0
chartworth enterprise singapore pte. ltd.,26406232.0
chasen logistics services limited,79950.0
chateau italia pte ltd,302285.0
chbc integrated builders pte. ltd.,286870.0
chc construction pte. ltd.,77875938.0
chee yam contractor pte. ltd.,23823200.0
chem-gas pte ltd,295327.58
chem-solv technologies pte ltd.,348000.0
"chemdiv, inc.",280974.6
chemical industries (far east) limited.,11050000.0
chemicrete enterprises pte ltd,2587822.0
chemistry form pte. ltd.,444900.0
chemoscience pte ltd,198990.0
chen mei ling teresa,1.0
cheng moh huat trading supplier co,129194.52
cheng puay koon,53400.0
cheng seng electric co. pte ltd,308000.0
chern seng engineering pte ltd,878600.0
chesterfield pte. ltd.,43792.0
chevalier singapore holdings pte. ltd.,33157800.0
chia cam meng johnny,8970.0
chia khim lee food industries pte ltd,33024.0
chia t-jian,17000.0
chiang kiong environmental pte. ltd.,7330620.0
chiap lee company,486000.0
chiap seng enterprises pte. ltd.,1336500.0
chiew poh leng,144000.0
child educational co. pte ltd,1084119.8800000001
children-at-risk empowerment association,500000.0
chin kiong construction & engineering pte ltd,3776886.0
chin kuan engineering and contractors pte ltd,36272000.0
china civil engineering construction corporation branch office singapore,9339990.0
china construction (south pacific) development co. pte. ltd.,687523342.0
china construction realty co. pte. ltd.,86580000.0
china jingye engineering corporation limited (singapore branch),188280000.0
china national metrology technology development corporation,172838.0
"china railway first group co., ltd.",266296856.61
"china railway first group co., ltd. singapore branch",242366241.24
"china railway tunnel group co., ltd. (singapore branch)",310775390.0
china state construction engineering corporation limited (singapore branch),284000000.0
"china state construction engineering corporation limited (singapore branch) - nishimatsu construction co., ltd. joint venture",313800000.0
china state construction engineering corporation limited (singapore branch) / surbana international consultants pte ltd,96443500.0
chiong construction pte. ltd.,70978447.0
chip eng seng contractors (1988) pte ltd,368800000.0
chip lee timber pte ltd,122000.0
chiu teng construction co. pte. ltd.,441094100.0
chokim scientific (s) pte ltd,187442.0
chong aik international pte ltd,70400.0
chong beng engineering pte ltd,2698000.0
choon ying transport services,480000.0
christopher chai registered surveyor,270000.0
chs es holdings limited,653300.0
cht international pte ltd,1627680.0
chua yew seng construction & electrical engrg pte ltd,1916610.0
chuan lim construction pte ltd,45603474.64
chuan seng huat egg store,585900.0
chuan soon m&e pte. ltd.,1402200.0
chuang wei construction pte. ltd.,2298150.0
chubb singapore private limited,57691958.0
chugoku marine paints (singapore) pte ltd,1221979.25
chung printing pte. ltd.,14765244.8
chye joo construction pte ltd,477270297.76
chye thiam maintenance pte ltd,19365629.03
cindi classique pte ltd,5411425.0
cine equipment pte ltd,377199.0
cipp pte. ltd.,137980.0
ciscrea,209342.83
ciseern by designer furnishings pte. ltd.,6.0
citi construction & engineering pte ltd,20722152.13
citicall communications pte. ltd.,1868000.0
"citra jimbaran indah hotel, pt",215649.52
city hotels pte. ltd.,571859.26
city wash pte. ltd.,4050.0
cityneon creations pte ltd,3442000.0
cityneon events pte. ltd.,18311887.21
citystate ardent travel pte ltd,112801.0
ciuriak consulting inc.,111000.0
civica pte. ltd.,85237790.2
civil tech pte. ltd.,21570000.0
civiltrust construction pte. ltd.,8662295.0
cj partners,169500.0
cjs catering pte ltd,564915.0
ckm consultants pte ltd,28095678.9
ckmbt international pte. ltd.,1836073.0
ckr contract services pte. ltd.,141078863.0
ckr paints & coating specialist pte. ltd.,6525000.0
clc-global private limited,320000.0
cld construction pte. ltd.,597986.0
clean city (1995) pte. ltd.,7587971.220000001
clean slate consulting pte. ltd.,51000.0
clean solutions pte ltd,63671488.3
clean systems technology (s) pte ltd,145868.0
cleaning service lao co. ltd,87696.0
cleanmage pte. ltd.,2117338.26
clearmanage pte. ltd.,201111.0
clearstate (pte.) ltd.,279500.0
click netherfield limited,1.0
clifford chance pte. ltd.,4.0
clifford construction & services pte. ltd.,616640.0
clinnovate health pte. ltd.,198500.0
clyde - ifc (s) pte ltd,115917.5
cmc construction pte. ltd.,55879384.0
cmg group (singapore) pte. ltd.,66000.0
cmgrp uk limited,776038.87
cmp consultants private limited,3684975.0
cn canvas & hardware,1.0
cna group ltd.,3494000.0
cnc petroleum pte. ltd.,111029.6
cnqc engineering & construction pte. ltd.,163980000.0
co-operative of scdf employees ltd,1724202.9
coca-cola singapore beverages pte. ltd.,64000.8
coe pte. ltd.,291600.0
cogent automotive logistics pte. ltd.,5931990.45
cognitive engineering technology. llc,123985.76
cognizant technology solutions asia pacific pte. ltd.,18981525.0
cohesion network technologies pte ltd,115966.0
cold storage singapore (1983) pte ltd,1.0
collecte localisation satellites,2985974.16
college of family physicians singapore,60000.0
"colliers international indonesia, pt",733147.74
collin's movers pte. ltd.,690113.0
comat training services pte ltd,1045487.8
combat skirmish singapore pte. ltd.,70400.0
combine trading enterprise pte ltd,759355.0
comfortdelgro bus pte. ltd.,2757507.0
comfortdelgro driving centre pte. ltd.,38697672.31
comfortdelgro engineering pte. ltd.,2232744.0
comfortdelgro insurance brokers pte. ltd.,213533.65
"comin khmere co., ltd",273097.51
"comin lao sole co., ltd",136545.11
cominco pte ltd,1233000.0
commerce online pte ltd,3670706.5300000003
commontown private limited,7483696.0
commonwealth travel service corporation pte ltd,63608.0
communication one trader,344700.0
communication services pte. ltd.,152168.83
communique live asia pte. ltd.,776217.3
commute solutions group pte. ltd.,438900.0
compass group (singapore) pte. ltd.,3896.0
compass life,46200.0
comwerks pte. ltd.,980772.0
concept alliance asia pte. ltd.,591048.0
concept elements pte. ltd.,609310.0
concepts design architects,4780.0
concorde security pte ltd,5397300.0
conex systems and services (pte. ltd.),1777632.0
confuoco consultancy,296400.0
congress rental pte. ltd.,141063.0
conint pte. ltd.,26857000.0
connect centre pte. ltd.,562100.0
connexx energy inc,3621883.0
conny tech pte. ltd.,33000.0
conrad centennial singapore,535865.0
consen international operations pte. ltd.,101880.0
consis engineering pte. ltd.,714500.8
construction professionals pte. ltd.,9225000.0
consultants united,166203.53
consulting group - asia insight pte. ltd.,2867678.5
conteem engineers pte ltd,155002.8
context architects pte. ltd.,1802000.0
continental delight catering services pte. ltd.,203494.2
continental equipment pte ltd,1311920.0
contrac-image trading pte ltd,218153.7
control risks group (s) pte ltd,1147650.0
control technical services sdn bhd,140225.4
convergent engineering pte. ltd.,234306.0
conversion hub holdings pte. ltd.,236000.0
convertium pte ltd,1322350.0
convic pty ltd,750000.0
"cooling tower & hvac systems, inc",59952.98
copthorne king's hotel singapore,152339.44
copyprinter pte. ltd.,173037.0
core building specialists pte ltd,8284392.0
core communications,440080.0
corporate citizenship limited,146500.0
corporate office accounting private limited,280800.0
corporate visions pte. ltd.,1.0
corps security,281626.52
coselec pte ltd,120800.0
cosem safety & security services pte. ltd.,576000.0
couple creative private limited,1316177.0
courtequip,353852.4
coventry university enterprises limited,2889825.0
coway engineering & marketing pte ltd,49500.0
cowi a/s,98499.0
cowin technology pte. ltd.,432382.5
cpc construction pte. ltd.,58556000.0
cpg consultants pte ltd,26734672.490000002
cpg facilities management pte ltd,42194802.34
cpl engineering services pte ltd,451000.0
craftsmen design & construction llp,320780.0
craftwerkz pte. ltd.,119005.0
cramoil singapore pte ltd,796839.8
create and concept holdings pte. ltd.,178966.0
creative edge consultants pte. ltd.,738080.0
creatz3d pte. ltd.,4844366.5
credent technology (asia) pte. ltd.,326456.0
credit management consultancy (asia) pte ltd,933800.0
creo adworld pte. ltd.,646240.0
crest innovation (s) pte. ltd.,3435736.4
crest technology pte ltd,1916592.74
crete security services pte. ltd.,1847780.0
crimsign graphics pte ltd,702400.0
crimson (s) pte. ltd.,1199808.0
crimsonlogic pte ltd,11824281.3
crimsonworks solutions pte. ltd.,327977.8
cripton environmental engineering (s) pte. ltd.,1260000.0
crispcontrasts,525910.0
cristofori music pte. ltd.,63000.0
crosstek pte. ltd.,178000.0
crowe horwath first trust risk advisory pte. ltd.,50000.0
crown construction pte ltd,3745630.0
crown worldwide pte ltd,636737.0700000001
"crrc zhuzhou locomotive co., ltd.",1734972.0
"cryomagnetics, inc.",299982.34
crystal time (singapore) pte. ltd.,1931352.0
cs global group pte. ltd.,211237.0
csd industries pte ltd,588000.0
cse global limited,6219348.68
cse-eis pte. ltd.,360000.0
csk landscape services (s) pte. ltd.,36000.0
csp maintenance pte ltd,75938801.03999999
csp productions pte ltd,4203000.0
ct-art creation pte. ltd.,593617.5
ctc global pte. ltd.,9766316.47
ctci coporation / ctci singapore pte ltd consortium,16962000.0
cubic communications pte ltd,511061.0
cubic defence new zealand limited,1293086.0
cubic space private limited,303376.5
cubic technologies singapore pte. ltd.,14692206.2
cubic technologies singapore pte. ltd. & cubic transportation systems (australia) pty limited consortium,48500000.0
customade costume & merchandise pte. ltd.,1068714.0
customer capital consulting pte. ltd.,1608770.55
cut-e consulting singapore pte. ltd.,866033.0
cutech quality solutions pte. ltd.,887400.0
cutech solutions & services pte. ltd.,189000.0
cvd equipment corporation,320067.41
cw advanced technologies pte ltd,222400.0
cwt limited,91850.0
cwt logistics pte ltd,280596.0
cxrus solutions pte. ltd.,978660.0
cycle & carriage automotive pte limited,437346.44
cycle & carriage industries pte. limited,6598985.18
cycle & carriage kia pte ltd,463484.98
cyclect electrical engineering pte ltd.,926747.0
cytech engineering pte. ltd.,766980.0
d & g marketing pte. ltd.,602620.0
d logistics services,142800.0
d' cube sports management pte. ltd.,170800.0
d' perception singapore pte. ltd.,40590943.84000001
d'associates construction pte ltd,11576160.3
d'doubles pte. ltd.,2900282.0
d'event factory pte. ltd.,169200.0
d'horrizon private limited,734569.1
d'oritale enterprise,2.0
d-ron singapore pte ltd,648000.0
d-team engineering pte. ltd.,16306039.52
d.soul,192950.0
daemon enterprise pte ltd,54500.0
dai-east incinerators singapore,236000.0
daifuku mechatronics (singapore) pte ltd,229180.0
daikin airconditioning (singapore) pte. ltd.,390000.0
daimler ag,77030.9
dan impact pte ltd,100580.0
daniel boey pte. ltd.,1242450.0
dartfish ltd,367390.0
das academy ltd.,476000.0
das marketing services pte. ltd.,74200.0
data terminator pte. ltd.,963582.98
data-sphere (s) pte. ltd.,284430.0
datapost pte ltd,502219.0
datawin enterprises,829800.0
datumstruct (cfs) pte. ltd.,159500.0
datumstruct (s) pte ltd,267581.82
davis langdon kpk (singapore) pte. ltd.,825680.78
davoe creative pte. ltd.,4913050.0
dayspring corporate wellness pte ltd,3297402.07
db & b pte ltd,38793433.0
db acoustics pte ltd,180000.0
db engineering & consulting gmbh singapore branch,1603312.0
dbs bank ltd.,408468.0
dbs trustee limited,150300.0
dc-fm pte. ltd.,942263.61
dch auriga singapore,108000.0
ddb worldwide pte ltd,17468253.02
ddl security services (pty) ltd t/a 24/7 security services,996953.95
de consultants (s) pte ltd,4956438.81
de lorenzo s.p.a,400349.71
de palmco private limited,421690.0
debenho pte ltd,56430819.0
decal singapore pte ltd,26400.0
decision science agency pte. ltd.,1074135.04
deco-base enterprise pte ltd,360455.0
def - tech (s) pte. ltd.,5590477.93
degree census consultancy pte. ltd.,454985.0
delaware consulting asia pacific pte. ltd.,2318385.31
delcon trading,92290.51
deloitte & touche enterprise risk services pte ltd,7945782.2700000005
deloitte & touche financial advisory services pte. ltd.,43000.0
deloitte & touche llp,3469330.0
deloitte consulting pte. ltd.,21226969.0
deltec marketing & engineering pte. ltd.,69257.8
delteq pte ltd,20149556.369999997
deluge fire protection (s.e.a.) pte ltd,40474740.0
dembicon equipment pte. ltd.,480607.0
dentons ukmea llp,8078.0
dentsu mobius media pte. ltd.,17102.5
dentsu singapore pte ltd,21967518.72
desara niaga,435593.55
desheng engineering pte. ltd.,630.0
design 3,13.86
design build projects,1474636.45
design international architects llp,231006.5
design junction pte ltd,81058.2
design link architects pte. ltd.,0.0
design metabolists,335014.0
"design sciences, incorporated",102182.0
design-environment group architects llp,5.3
designshop pte. ltd.,0.0
desisti asia pte ltd,574027.0
deskright pte. ltd.,2894386.31
dezign format pte ltd,1829174.0
dh regsys private limited,57600.0
dhi water & environment (s) pte. ltd.,8739981.0
dhl express (singapore) pte. ltd.,860178.0800000001
dhl supply chain singapore pte. ltd.,3179802.0
dia brand consultants pte. ltd.,476900.0
diamond glass enterprise pte. ltd.,1212411.0
dieseltech pte ltd,785480.0
difilm pixel works,60000.0
digi engineering pte. ltd.,1602928.0
digimagic communications pte ltd,208000.0
digimatic creatives pte. ltd.,164200.0
digimind pte. ltd.,187734.0
digital alchemy (singapore) pte. ltd.,115500.0
digital mirage pte ltd,328301.0
digo corporation pte ltd,56032219.47
dimension data (singapore) pte. ltd.,4375297.01
dino events pte. ltd.,730100.0
direct funeral services pte. ltd.,1160000.0
directions group inc pte. ltd.,446838.0
directopto technology,5564.0
disabled people's association,43600.0
discoverx corporation,102883.22
distinct builders pte. ltd.,260000.0
distinctions asia pte. ltd.,8900.0
diw pte. ltd.,93460.0
dksh singapore pte. ltd.,1200000.0
dksh technology pte. ltd.,2979337.0
dlm pte. ltd.,907500.0
dmc event management pte ltd,279500.0
dmg mori singapore pte. ltd.,6017718.51
dn hybrid pte. ltd.,12032513.0
dna engineering pte ltd,706300.0
"dna link,inc.",155202.45
dniv int'l pte ltd,167646.87
dnr process solutions pte. ltd.,4991422.0
dnr wheels pte ltd,118600.0
dnv gl singapore pte. ltd.,1668239.0
do not design llp,73600.0
dollar land singapore private limited,318000.0
dolworth marketing pte ltd,181635.0
donaldson & burkinshaw llp,2283014.6399999997
dong-a consultants asia pte ltd,6206000.0
"dongah geological engineering co., ltd, singapore branch",21700000.0
donjon pte. ltd.,1132044.8
doremus & company,1929136.27
dosk contract services pte. ltd.,107000.0
dotecon limited,237721.0
dou yee enterprises (s) pte ltd,414537.89
double-trans pte. ltd.,82897842.0
dp architects pte ltd.,29714023.71
dp information network pte ltd,222000.5
dr. who waterworks pte. ltd.,1444560.0
draeger safety asia pte ltd,2913884.5
draeger singapore pte. ltd.,346958.0
dragages singapore pte ltd,31195000.0
dragnet smartech security pte. ltd.,9126550.0
dreambox studio pte. ltd.,1.0
dredging international asia pacific pte ltd,108379087.13
drpl corporation pte. ltd.,556237.0
dsourcing pte. ltd.,250000.0
dstnct pte. ltd.,1767800.0
dt asia pte. ltd.,1300163.5
dt construction group pte. ltd.,105250.0
dt techsolutions pte. ltd.,225136.0
dtz facilities & engineering (thailand) co. ltd.,171612.0
duck learning,121502.0
dulk edu consultancy,36000.0
dun & bradstreet (singapore) pte. ltd.,581130.87
dussmann services deutschland gmbh,375188.04
dxc technology singapore pte. ltd.,30405303.58
dymek asia (s) pte ltd,458917.5
dynaglass reinforced plastic (pte) ltd,722423.0
dynamic c4 pte. ltd.,189497.72
dynamic safety pte. ltd.,1512100.0
dynamics circuit (s) pte. ltd.,938090.0
dynasafe technologies pte. ltd.,99292.0
dynasty travel international pte ltd,215110.62
e de design & contracts,296530.0
e develop pte. ltd.,3232388.0
e j motiwalla & co,223000.0
e m services private limited,8295533.89
e tech construction pte ltd,3000.0
e three five pte. ltd.,990000.0
e x pte. ltd.,50440.0
e-gage pte ltd,203560.0
e-orange international,69840.0
e-struct consulting pte. ltd.,8.0
e.id projects pte. ltd.,4568617.0
e3 construction pte ltd,1531560.0
e35 pte. ltd.,2212498.2
ea research & consulting pte. ltd.,767031.0
eac giftbuild pte. ltd.,6080000.0
earth engineering pte. ltd.,708000.0
eastbuilds pte. ltd.,43125.0
eastland dental supplies pte. ltd.,47132.0
eat right pte. ltd.,599747.0
eazi printing pte ltd,57.76
ebara engineering singapore pte. ltd.,7709800.0
"ebsco international, inc.",571509.97
ecas consultants pte. ltd.,40188360.25
ecast technologies pte ltd,1274893.0
eccentric drive sdn.bhd.,70210.19
echelon engineering pte. ltd.,3658750.0
echol tech pte. ltd.,168000.0
echologics pte. ltd.,4156673.67
"echologics, llc. singapore branch",147780.0
eck shen construction & trading pte ltd,6238330.0
eckinda technology pte. ltd.,204987.27
eclat interior and construction pte. ltd.,152210.0
eclat services pte. ltd.,768930.0
eclipse taekwondo,10000.0
eco field services pte. ltd.,723665.0
eco-wiz (sg) pte. ltd.,142500.0
ecofys netherlands b.v.,855301.54
econ geotech pte ltd,949995.0
econ nursing home services (1987) pte ltd,1.0
ecopave pte ltd,853000.0
ecosoftt pte. ltd.,1.0
ecovis assurance llp,960199.98
ecoxplore pte. ltd.,1957600.0
ecquaria technologies pte ltd,58784692.0
ecube enterprise pte. ltd.,284809.0
ed zublin ag singapore branch,53440576.0
"ed. zublin ag, singapore branch",742312000.0
edelman public relations worldwide pte ltd,10039017.0
eden strategy institute llp,1326493.0
edge renovation llc,701370.13
edinburgh designs limited,33393047.0
edmund tie & company (sea) pte. ltd,751903.28
"edstrom industries, inc.",249047.74
eduhub investment pte. ltd.,91985.0
eduquest international institute pte. ltd.,832530.0
edvantedge private limited,163040.0
edz interior contracts pte ltd,136103.0
effects technologies pte. ltd.,2124504.0
effektiv systems solution pte ltd,27717000.0
egis rail pte. ltd.,373000.0
egon zehnder international pte ltd,280000.0
egrade contractor pte. ltd.,326000.0
eilong enterprise pte. ltd.,67980.0
eincsmart,271915.0
einst technology pte. ltd.,3264185.04
eka training group pte. ltd.,79040.0
elangovan s/o ganesan,10000.0
electro acoustics research (1999) pte. ltd.,52128.4
electro saudi services ltd.,2431890.59
electro-acoustics systems pte ltd,8665605.0
electromech technologies pte. ltd.,938000.0
electronics & engineering (pte) limited,6432372.0
electrotech mechanical systems & trading pte. ltd.,589600.0
elekta limited,4600000.0
eligo pte. ltd.,64044.0
eliktrical engineering pte. ltd.,4726080.0
elite badminton,10000.0
ellipsiz dss pte. ltd.,826469.46
els defence equipment pte ltd,17150.0
elsie's kitchen catering services pte. ltd.,7564458.65
eltron engineering pte. ltd.,103535.0
ema partners singapore pte. limited,837000.0
emerald geotechnic pte. ltd.,2590700.0
emerge consulting pte. ltd.,75682.0
emerio globesoft pte. ltd.,4833769.0
emerson process management asia pacific private limited,16299850.0
emg international pte ltd,1.0
emirates - cae flight training (l.l.c),3536918.5
emitrophies (s) pte ltd,293729.2
eml architects,239800.0
empact pte. ltd.,626500.0
emson systems (s) pte. ltd.,14841.99
en community services society,65920.0
encora technologies pte. ltd.,64889.0
eng hiap kiong general contractor pte ltd,622116.0
eng hin construction pte. ltd.,118816.0
eng hup shipping pte ltd,5113360.0
eng lam contractors co (pte) ltd,131745000.0
eng lee engineering pte ltd,84608000.0
eng leng contractors pte ltd,4355140.0
eng leong medallic industries pte ltd,2797825.48
eng seng tech pte. ltd.,5850600.0
eng xian construction pte ltd,129540.0
enge plas automation (s) pte ltd,36384.0
engel singapore pte. ltd.,242520.0
engie its pte. ltd.,2090835.0
engie services asia-pacific pte. ltd.,157500.0
engie services singapore pte. ltd.,38541226.0
engineers 2002 (pte),1034152.0
engro corporation limited,151.57999999999998
enkon international consulting engineers pte ltd,87200.0
"enli technology co., ltd.",284000.0
ensure engineering pte ltd,23237724.0
"enterprise leasing company of phoenix, llc",488601.87
"entertainment + culture advisors, inc.",329000.0
enti pte. ltd.,477120.0
entiis pte. ltd.,2667710.0
envac singapore pte. ltd.,36325000.0
envipure pte. ltd.,1680000.0
enviro pro green innovations (s) pte. ltd.,187025.0
enviro vortex systems pte. ltd.,178555.0
environmental resources management (s) pte ltd,1888888.0
envirosolutions & consulting pte. ltd.,871500.0
eon reality pte. ltd.,8674390.0
eos gmbh electro optical systems,1931910.0
epd singapore services pte. ltd.,3740505.0
epigram pte ltd,268500.0
epiq singapore pte. ltd.,5049.31
eps (2008) pte. ltd.,355840.0
eps computer systems pte ltd,2803428.0
eq services,136540.0
eqcoms technology pte ltd,253000.0
era dance theatre limited,100000.0
ercm consultancy pte. ltd.,49600.0
ergoworld pte ltd,107053.0
eric christian fesselmeyer,22000.0
ernst & young advisory pte. ltd.,7487124.51
ernst & young llp,7127499.3
ernst & young solutions llp,6280751.0
ernten technologien pte. ltd.,688000.0
esco micro pte ltd,571471.0
esco pte. ltd.,1315512.0
esis asia pacific pte. ltd.,152000.0
eski inc.,1243960.0
esn asia management,1181971.9
esn asia management pte. ltd.,600950.0
espirit building & engineering pte. ltd.,4033635.0
esprimo pte. ltd.,280302.0
esri singapore pte. ltd.,4328672.1
ess weathertech pty ltd,954634.66
esta pte. ltd.,2424709.2
ethnographica private limited,471700.0
etiqa insurance berhad,1151625.0
eunique physiotherapy,89080.0
euphoria musik,247440.0
eureka! campaign associates pte. ltd.,3655146.83
eurofins mechem pte. ltd.,1132303.4
euromobil sdn bhd,88797.0
evantek pte ltd,224713.0
events master (glc) pte. ltd.,269478.0
events people inc pte ltd,1398110.0
ever san construction pte ltd,7353000.0
evergreen engineering & construction pte ltd,4036300.0
"evergreen international nz, llc",469575.92
everpaint enterprise pte ltd,1533415.0
everteam pte. ltd.,1445.0
evico magnetics gmbh,249831.36
evo communications,63400.0
ewci pte. ltd.,43000.0
ewerkz projects,366372.96
ex libris ltd.,144983.88
exalit pte. ltd.,115600.0
excel precast pte ltd,13225630.0
excellent security & safety pte ltd,14284710.0
exceltec property management pte ltd,4591829.0
exclusive design construction pte ltd,3488272.0
executive counselling and training academy pte. ltd.,1787600.0
exer-fit consultancy services,451680.0
exercise & sports programming network,195800.0
exile solutions pte. ltd.,48000.0
exotissimo travel (singapore) co. pte. ltd.,283675.82
expand construction pte ltd,417521360.0
expandore electronics pte. ltd.,199950.0
experience matters pte. ltd.,1155339.0
experiential creations pte. ltd.,281608.0
expertise technologies pte ltd,3466492.5
explora pte. ltd.,456360.0
exponent challenge technology asia pte. ltd.,776800.0
export house (singapore) pte. ltd.,149500.0
express pest solutions pte. ltd.,270588.0
express point engineering & services pte. ltd.,399638.24
extrad instrumentation pte ltd,2897049.0
extrude hone k.k.,499998.0
eye-2-eye communications private limited,2525094.0
ez-link pte ltd,1838107.3199999998
ezra architects,252000.0
ezra print & pack pte ltd,767868.0
ezzogenics pte. ltd.,61322.0
f&h empire machinery sdn bhd,2946006.68
f1 recreation pte. ltd.,726170.2
fabristeel private limited,2869161.56
factiva limited,639619.0
fadeev security profi llc,179804.0
fadely enterprises & construction pte ltd,135288.0
faithful+gould pte. limited,939266.5
falcon epc pte. ltd.,903760.0
falcon incorporation pte. ltd.,12720185.55
familywise,488700.0
farm architects pte. ltd.,16.65
farmwork pte. ltd.,354500.0
fast forward thinking s.l.,323657.62
fcm singapore pte. ltd.,52813.0
fd chapman pte. ltd.,181000.0
federal fire engineering pte ltd,426000.0
fei company of usa (s.e.a.) pte ltd,841947.0
fei siong food management pte. ltd.,2688000.0
fei yue community services,7851358.64
felicity engineering pte ltd,7005892.71
felix investments & trading pte. ltd.,544850.0
feng ming construction pte ltd,29936609.0
feng ming construction pte ltd / t.y.lin international pte. ltd.,49240630.0
fermax asia pacific pte. ltd.,97800.0
fervour pte. ltd.,158400.0
festival square circle pte ltd,3250000.0
festo private limited,1166917.0
ffurious pte. ltd.,131320.0
fg concepts private limited,1157100.0
fibrecom systems pte ltd,76528.0
fibrwrap construction pte. ltd.,3719579.8
fico pte. ltd.,643500.0
field catering & supplies pte ltd,7.6
fieldmen general services corp.,83338.83
fieldtec engineering sdn. bhd.,108313.38
fillipace engineering,47600.0
filos community services ltd,117400.0
fire armour pte. ltd.,1830669.0
fire fighting systems (far east) pte. ltd.,15006500.0
fireball securitas & consultants pvt. ltd.,342238.97
firefly photography pte. ltd.,5386.5
firetronics private limited,70200.0
first economics pte. limited,112000.0
first state investments (singapore),2.0
first wave pte. ltd.,3932665.3
fischer instrumentation (s) pte ltd,125000.0
fisher assoc. ltd,1299957.37
fisher scientific pte ltd,5339414.38
fit transport systems pte. ltd.,92400.0
fitness core-ner pte. ltd.,607158.0
"fjc security services, inc.",121624.81
flame spray technologies pte. ltd.,722988.0
flare dynamics pte. ltd.,4077293.5
flat world technologies international pte. ltd.,254342.0
flava design llp,172500.0
fleishman-hillard,452323.16
fleishman-hillard inc.,958573.8
flexim instruments asia pte. ltd.,90388.32
flexisolve technology pte ltd,1093628.0
flexspeed technology pte ltd,2288925.0
flotech controls pte ltd,10183068.0
focal investigation & security agency pte ltd,136120.0
focus adventure pte. ltd.,321760.0
focus publishing ltd,807557.0
focus science technology services pte. ltd.,78000.0
foliage landscape services sdn bhd,98631.0
foma architects llp,90000.0
fonda global engineering pte. ltd.,59692741.879999995
fondaco pte ltd,4504860.0
fong consult pte. ltd.,25655342.0
fong yue development pte. ltd.,1166000.0
fongsoon engineering (s) pte ltd.,2055555.0
foo kon tan llp,1098000.0
food & nutrition specialists pte ltd,1400390.0
food haven the restaurant pte. ltd.,269500.0
foodxervices inc. pte. ltd.,720000.0
foong ah weng construction pte ltd,4698000.0
forbes research pte ltd,1507163.0
force 21 equipment pte ltd,5851453.199999999
formel engineering sdn. bhd.,71530.83
forms n shapes pte. ltd.,84080.0
formul8 pte ltd,4277629.1
formwerkz architects llp,535833.51
fortiz power engineering pte ltd,100920.0
fortune travel pte ltd,1618823.0
forum architects pte. ltd.,8489980.36
fosta pte. ltd.,28735612.5
fostre catering pte. ltd.,416719.0
foton motor auv (singapore) pte. ltd.,113099.0
foundation communications pte. ltd.,685545.02
four seasons hotel singapore,394611.0
four squares llc,408294.0
fpt asia pacific pte. ltd.,4336654.0
frank anthony wolak,400.0
freeman pte. ltd.,3795292.55
freight links express archivers pte ltd,202145.0
freight links logistics pte. ltd.,368578.0
fresh laundry pte. ltd.,77534.0
frontbuild engineering & construction pte ltd,32590000.0
frontier economics pty ltd,1858474.0
frontline security pte. ltd.,11190700.0
frost & sullivan (singapore) pte ltd,2675372.0
ftd solutions pte ltd,180286.08
fucom construction pte. ltd.,15162319.71
fuelfor pte. ltd.,197000.0
fugro global environmental and ocean sciences pte ltd,1911000.0
fuji signcrafts industries pte ltd,2215927.0
fuji xerox singapore pte ltd,20278540.94
fujian chengjian construction corporation limited (singapore branch),54860000.0
fujitec singapore corporation ltd,44719580.0
fujitsu asia pte ltd,101837597.35
full dome pro. company limited,137000.0
full house building construction pte. ltd.,7389876.0
fullerton fund management company ltd,480000.0
fullerton healthcare group pte. limited,1816260.0
furama riverfront singapore,274394.44
furmat construction pte ltd,5178378.0
fusen development pte ltd,3423860.0
future interior asia pte. ltd.,2543206.1
future-moves group pte. ltd.,359500.0
future-proof software pte. ltd.,415925.0
fxmedia internet pte. ltd.,1422020.0
fyh integrated pte. ltd.,4981743.0
g & c general contractors pte ltd,4501200.0
g - energy global pte. ltd.,454000.0
g element pte ltd,399000.0
g-cube engineering pte. ltd.,841335.0
g.a.c. enterprise,115200.0
g.p . wild (international) limited,115367.0
g.t.h. engineering & construction pte ltd,16076321.0
g2w mobile cleaning llp,1891137.6
g4s holding inc,595403.31
g4s secure solutions,142763.0
g4s secure solutions (singapore) pte. ltd.,12100279.0
gaia science pte. ltd.,1782687.0
galea sms consortium,333505.0
gallagher & associates asia pte. ltd.,518476.0
gallant events pte. ltd.,70200.0
gamlite it (s) pte. ltd.,1168500.0
gammon pte. limited,71264800.0
gan hup lee (1999) pte ltd,1955500.0
garden works pte. ltd.,844945.0
gardens by the bay,104840.0
gartner advisory (singapore) pte ltd,6331820.0
gates pcm construction ltd.,11990980.98
gates pcm integrated services pte. ltd.,8611840.7
gateway law corporation,388657.28
gattie-tan soo jin management consultants pte ltd,1.0
gaz inflatables & logistics asia pte. ltd.,170710.0
gcs machinery pte. ltd.,74000.0
gds engineering pte ltd,16610809.31
ge betz singapore pte ltd,2.5
ge energy (singapore) pte ltd,1469037.0
ge healthcare pte. ltd.,8346386.4799999995
gea westfalia separator (s.e.a.) pte. ltd.,6360000.0
gear fitters pte. ltd.,175195.0
gee sheng machinery & engineering pte ltd,617850.0
gees marketing pte. ltd.,1210003.05
geetha a & associates,450000.0
gemalto pte. ltd.,1049950.0
generation concept pte. ltd.,134502.9
genesis networks pte ltd,1686570.55
