supplier_name,awarded_amt
genetron engineering corporation (private) limited,124500.0
"genewiz, inc.",122240.0
genisys integrated engineers pte ltd,11668000.0
gennal industries pte ltd,144765673.7
genomax technologies pte. ltd.,261912.0
genome architects,158400.0
genplus pte. ltd.,169600.0
geoalliance consultants pte. ltd.,23153240.0
geoapplication engineers pte. ltd.,15477826.6
geoauto pte. ltd.,78000.0
geoicon pte. ltd.,404250.01
geomil equipment b.v.,764500.0
geomotion (singapore) pte. ltd.,8164105.5
geonamics (s) pte ltd,222085.0
geophysical services singapore pte. ltd.,155000.0
george kent international pte. ltd.,5110994.5
geoscan pte ltd,95500.0
geosmart international pte. ltd.,21088073.0
germs digital pte. ltd.,409800.0
gerstel llp,374451.0
getinge singapore pte. ltd.,5947605.0
gf machining solutions pte. ltd.,278300.0
gfg asia pacific pte. ltd.,3586182.14
gfk asia pte ltd,41395107.18
giesecke & devrient asia pte ltd,2489000.0
gigatech engineering sdn bhd,105325.92
gim tian civil engineering pte ltd,51928770.0
gimi international pte. ltd.,1988811.0
gims & associates pte. ltd.,0.0
gimtronic engineers pte. ltd.,1692295.0
gingel international (pte.) limited,89440.0
glass@worx pte. ltd.,1144400.0
gleason advertising pte ltd,9501100.0
glen-bromac (s) pte ltd,336718.0
glenn jude nosworthy,161000.0
gliderol doors (s) pte ltd,690400.0
glints intern pte. ltd.,124290.0
global engineering creators pte. ltd.,158100.0
global international travel pte. ltd.,199574.0
global lingo (s) pte. ltd.,14750.0
global maritime & port services pte ltd,4662460.0
global mascot pte. ltd.,506000.0
"global modeling and simulation technologies, inc.",166168.97
global search partners pte. ltd.,60000.0
global sinotrust pte. ltd.,252264.0
global specialised services pte. ltd.,188718.94
global tax free pte. ltd.,14489784.39
global travel experts pte. ltd.,210279.0
global travel pte ltd,1153758.02
globalsign.in pte. ltd.,1065714.32
globalwide international pte. ltd.,8344300.0
globotron (s) pte. ltd.,2995238.0
glorious (s) pte. ltd.,1945250.0
gm engineering pte. ltd.,84.8
gnt builders pte. ltd.,294545.0
godrej (singapore) private limited,12720.0
goh & foong contractors pte ltd,5022661.0
goh eu joe,12100.0
goh seow heong mervyn,18360.0
goh sin guan huat pte ltd,38430000.0
goh tong heng engineering pte ltd,738723.0
goindustry dovebid (s) pte. ltd,326780.0
gold touch pte. ltd.,266031.0
goldbell car rental pte. ltd.,337680.0
goldbell engineering pte ltd,198000.0
goldcastle international pte ltd,4392311.0
golden landscape & construction pte. ltd.,357680.0
"golden rose nursery & landscape co., ltd.",133743.3
golden travel services pte ltd,3535208.0
golden village pictures pte ltd,670780.0
golder associates (singapore) pte ltd,98400.0
golin/harris international pte limited,464000.0
goodfellas consultancy pte. ltd.,4442307.05
gosh advertising pte ltd,609238.31
gp wangsa engineering,46856.89
gpa guardian protection sa,1702777.92
gps lands (singapore) pte ltd,279090.0
grace management & consultancy services pte. ltd.,199800.0
grand build interior pte. ltd.,156880.0
grand copthorne waterfront hotel singapore,421761.0
grandbuild construction pte ltd,13448000.0
grant associates singapore pte. ltd.,2989894.71
grant thornton singapore private limited,168500.0
graphene industries limited,211317.2
graphic masters & advertising pte ltd,231823.0
great art design & build pte. ltd.,83995.0
great eastern general insurance limited,1.0
greatearth corporation pte. ltd.,96386000.0
green forest landscape pte. ltd.,22201731.75
green house design & communications pte. ltd.,310937.0
green koncepts pte. ltd.,160000.0
green pastures psychological practice for children and youths,113450.0
green tropic products pte ltd,1710047.0
greencity pest management pte. ltd.,155180.0
greenmark construction pte. ltd.,1073652.48
greensafe international pte. ltd.,774727.0
greenspan singapore private limited,108032.2
greenwave solutions pte. ltd.,7212000.0
greenwich associates singapore pte. ltd.,99000.0
grenzone pte. ltd.,51736.0
grey group pte. ltd.,1297785.3599999999
grid communications pte. ltd.,437417.6
grid private limited,558900.0
ground instrumentation & engineering pte. ltd.,16693623.0
groupe seb singapore pte. ltd.,2250632.8
groupm media products pte. ltd.,28963201.25
groupm singapore pte. ltd.,12523283.0
"grovo learning, inc.",63013.3
growthland pte ltd,0.0
gs engineering & construction corp.,2416723964.0
gsmprjct creation pte. ltd.,97360.0
"gsn property services co., ltd.",1100854.83
gt industrial pte ltd,150000.0
gtk construction sdn. bhd.,203918.4
guan ho construction co (pte) ltd,178337412.0
guan joo construction pte ltd,12988000.0
guan lee heng contractor pte ltd,338400.0
guardian health & beauty,67200.0
guerilla media private limited,211200.0
gunung construction & engineering pte. ltd.,8137000.0
guthrie engineering (s) pte ltd,307549046.26
"guthrie engineering (s) pte ltd / lsis co., ltd. consortium",99500000.0
guthrie fmc pte. ltd.,20801931.5
gwc consulting pte. ltd.,41458500.0
gwtech engineering pte. ltd.,1255800.0
gyro communications pte. ltd.,938100.0
h c lim consultants,256600.0
h fifty five,237000.0
h p construction & engineering pte ltd,122734497.0
h.a.m. creations pte. ltd.,382105.0
h.r.strategies pte. ltd.,150000.0
h2 hub pte. ltd.,343530.0
hai leng contract pte ltd,985400.0
hai-ou co. (s) pte. ltd.,1563633.01
haig construction management limited,2802460.17
hainei building & development (s) pte ltd,360828.0
haix-schuhe produktions- und vertriebs gmbh,1090334.12
hak kian enterprise pte ltd,8319860.0
hak long engineering pte ltd,153950.0
hakuhodo inc.,1467783.52
hamilton & sherwind pte. ltd.,215862.5
hancom gmd inc.,69800.0
handsonlearning strategies llp,231000.0
hao da pte ltd,5739088.0
happy table productions pte. ltd.,133160.0
harford engineering pte ltd,23012643.0
harijanto vanessa dewi,68980.0
harilela hotels (singapore) pte ltd,85350.0
harvest consulting engineers llp,424000.0
harvest link international pte ltd,159763.9
hashmeta pte. ltd.,84000.0
hashtag interactive pte. ltd.,701370.0
haskoningdhv nederland b.v.,569000.0
havas media asia pacific pte. ltd.,361500.0
hawker management pte. ltd.,3335580.0
hbb engineering pte. ltd.,1182700.0
hc cleaning services sdn bhd,276428.0
hcj construction pte. ltd.,48101500.0
hcl insys pte. ltd.,1243000.0
hcl singapore pte. ltd.,24779292.490000002
hd contractor pte. ltd.,531706.0
healthway medical group pte ltd,2578500.0
heinen & hopman engineering singapore pte. ltd.,1945588.0
helix media pte. ltd.,220200.0
hello stranger pte. ltd.,267280.0
helmholtz-zentrum berlin fur materialien und energie gmbh,162340.0
helu-trans (s) private limited,146505.85
henderson security services pte. ltd.,100800.0
henko machine tools pte. ltd.,112670.0
hetech solutions pte. ltd.,24510.0
hettich asia pacific pte. ltd.,211288.41
heulab pte. ltd.,805912.0
hew transportation pte. ltd.,83088.0
hewlett-packard singapore (sales) pte. ltd.,6109602.82
hexa pro services pte ltd,1073400.0
hexamine sdn bhd (singapore branch),4297205.0
hexcel solutions pte. ltd.,4186828.0
hexogon solution pte. ltd.,7519028.6
hgh systemes infrarouges,1099000.0
hi-point engineering pte ltd,2587857.1
hi-tech instruments pte ltd,1182358.0
hi-tech instruments sdn bhd,1390175.0
hi-tek construction pte ltd,256615000.0
hiap engineering & construction pte ltd,1195200.0
hiap shing construction pte. ltd.,5507800.0
hiden analytical limited,182692.0
hiend software pte. ltd.,935000.0
high achievers outdoor consultants pte. ltd.,271589.0
high end communications pte ltd,2108232.5
highness electrical engineering pte ltd,1143145.6
highway international private limited,6893561.0
hiladt architects llp,1000000.0
hill & knowlton (sea) pte ltd,1371120.0
hilton singapore,101772.0
hitachi aqua-tech engineering pte. ltd.,588440.0
hitachi asia ltd.,1185480.0
hitachi consulting singapore pte. ltd,9854010.0
hitachi data systems pte limited,3608828.92
hitachi elevator asia pte. ltd.,11756896.0
"hitachi plant services co., ltd.",203200.0
hitachi systems digital services (singapore) pte. ltd.,6969040.6
hitech engineering,0.0
hivelocity pte. ltd.,622020.0
hjgher,352489.7
hjw builders pte. ltd.,1590317.0
hks surveyors pte ltd,1201.0
hl suntek insurance brokers pte. ltd.,215254.72
hmc group pte. ltd.,449398.0
hmi institute of health sciences (holdings) pte. ltd.,48400.0
ho choon transport & construction pte ltd,440000.0
ho eng huat construction pte ltd,22902271.3
ho lee construction pte ltd,87300000.0
hobee print pte ltd,323410.0
hock guan cheong builder pte ltd,154100168.0
hock hai civil engineering & building pte ltd,32052800.0
hock lian seng infrastructure pte. ltd.,137380000.0
hocklim engineering pte. ltd.,2501150.0
hoe ann granite industrial construction,1337077.0
hogarth & ogilvy,680230.0
holiday inn resort batam,295445.0
hollysys (asia pacific) pte. ltd.,250000.0
home-fix d.i.y. pte ltd,699300.0
homewood design & management,1074791.0
hon builder pte. ltd.,7974120.0
hon industries pte. ltd.,172979216.0
honav singapore pte. ltd.,818400.0
honeycombers pte. ltd.,768818.88
honeywell (tianjin) co ltd,71181.0
"honeywell analytics asia pacific co., ltd.",972736.11
honeywell pte ltd,3231914.0
hong an engineering pte. ltd.,526342.0
hong heng industries private limited,167.6
hong hill pte. ltd.,19.28
hong jun construction pte. ltd.,1514250.0
hong kong tat kee tailor,647450.0
hong lam engineering pte ltd,2033473.0
hong seng sports surfaces pte. ltd.,494238.0
hong shin builders pte ltd,58096721.0
hong sing co. (pte) ltd.,185000.0
hong union builder pte. ltd.,728617.0
hong wei global pte. ltd.,159500.0
hook plumbing works,64116.0
hope first response pte. ltd.,642976.0
hope technik pte. ltd.,30257842.0
horiba instruments (singapore) pte ltd,200000.0
horizon contracts pte. ltd.,189000.0
horti-flora services pte ltd,1570500.0
hortian llp,156050.0
horwath asia pacific (singapore) pte ltd,75600.0
hosing engineering and development pte. ltd.,387000.0
hotel miramar (singapore) limited,167603.1
houghton kneale design limited,239040.0
how jasen,101500.0
howden insurance brokers (s.) pte. limited,965974.68
hoya mask singapore,197409.58
hoyi system pte. ltd.,1158968.8599999999
hp coating pte ltd,4177620.0
hp pps singapore (sales) pte. ltd.,86000.0
hpc builders pte. ltd.,104868619.0
hpc hamburg port consulting gmbh,202000.0
hph engineering pte ltd,1680000.0
hs e&c pte. ltd.,32269000.0
hs engineering consultants,5154000.0
hs international pte. ltd.,320000.0
hsauto furnishing pte. ltd.,197900.0
hsc pipeline engineering pte ltd,20988000.0
hsl constructor pte ltd,648684750.0
htm medico pte. ltd.,3966368.01
hua chang construction pte. ltd.,2770400.0
hua hng trading co pte. ltd.,562414.0
huason construction pte ltd,273702.0
huationg contractor pte ltd,124334529.0
hudson global resources (singapore) pte. ltd.,1192400.0
human resources & management systems consulting asia pacific pte. ltd.,508950.0
"hunan fengtian construction group co., ltd. singapore branch",37996725.21
hup chung tentage system pte. ltd.,6156164.7
hup seng furnishing & construction pte. ltd.,866214.0
hur solutions pte. ltd.,499884.0
hwa aik engineering pte. ltd.,1244450.0
hwa seng builder pte ltd,313614400.0
hwa seng builder pte ltd / jyc consultancy pte ltd,13372000.0
hwee jan (s) pte ltd,731032.05
hwee mene building construction pte. ltd.,1835326.0
hydac technology pte ltd,88000.0
hydro aquatic pte. ltd.,1797387.2
hydroinformatics institute pte. ltd.,2954974.7199999997
hydrosphere singapore pte. ltd.,320918.8
hyla architects,63168.79
hyrax pte. ltd.,579579.15
hytech builders pte ltd,128249966.0
hyundai engineering & construction co. ltd,703151000.0
i switch pte. ltd.,27.8
i-access solutions pte. ltd.,1122885.0
i-logic concepts pte. ltd.,103626.92
i-magination solution pte. ltd.,11262102.0
i-promo pte. ltd.,4863527.5
i-unity builders pte. ltd.,1457800.0
i.em engineering consultants pte. ltd.,420000.0
i.m communications pte. ltd.,4413737.05
i.z. plastics & supplies pte. ltd.,1026957.6
i2 pte. ltd.,63000.0
i_possible pte. ltd.,46266.0
ianz new zealand quality college,143341.0
iba international (s) pte. ltd.,121362.5
ibase technology private limited,877200.0
ibc asia (s) pte ltd,335055.0
ibm singapore pte ltd,4595682.09
iceberg design pte. ltd.,465490.0
icf consulting services hong kong limited,599108.0
icon resources and technologies pte ltd,54000.0
ics multimedia pty ltd,424000.0
id.inc interiors pte ltd,5846809.0
id21 pte. ltd.,1616885.0
idas technology private limited,50000.0
idea konzepte construction pte. ltd.,364821.2
ideal memories pte. ltd.,52800.0
ideal systems (singapore) pte. ltd.,586465.0
idemia singapore pte. ltd.,33383023.91
identiv pte. ltd.,633532.2
idi laser services pte ltd,2732600.0
ids medical systems (singapore) pte. ltd.,179851.80000000002
iesve singapore pte. ltd.,810000.0
ifacilities pte. ltd.,2034256.0
ig logistics pte. ltd.,4423.0
igine pte ltd,864158.0
igm services pte ltd,1804000.0
ignesis engineering pte. ltd.,847000.0
ih singapore pte. ltd.,905495.0
ihs global pte. ltd.,789652.0
iij global solutions singapore pte. ltd.,399000.0
ila group pte. ltd.,1476516.4
illumina singapore pte. ltd.,1874280.0
im space pte. ltd.,1042065.0
image creative design pte ltd,1470443.0
imc information multimedia communication ag,1673725.0
imcomp international pte ltd,243240.0
imcs construction pte. ltd.,1769456.0
imec technology pte ltd,226780.0
imgvision pte. ltd.,275670.0
impact! media monitoring llp,275400.0
"imperial hotel, ltd",137330.46000000002
imperium solutions pte ltd,1298918.3
imrb millward brown international pte ltd,1109080.0
ims mahajak pro audio pte. ltd.,585225.0
incall systems pte ltd,2059202.0
inchone pte. ltd.,125050.0
incorporated builders pte ltd,49610517.0
indat engineering pte. ltd.,2457800.0
indeco engineers (pte) ltd,213213461.98
independent project analysis private limited,125480.0
india international insurance pte ltd,314322.39
industrial & commercial security pte ltd,2724200.48
industrial & safety equipment (pte) ltd,81090.0
infield projects private limited,1.8
infinite frameworks pte limited,108300.0
infinitus law corporation,215000.0
infinity design and engineering pte. ltd.,535912.3
info access and distribution (hk) limited,419296.0
info lab pte. ltd.,96000.0
infohost pte ltd,40282.56
infonet systems and services pte ltd,181184.5
"ingenieria y economia del transporte, s.a.",174146.19
ingersoll-rand south east asia (private) limited,1478178.0
ingrid design pte ltd,461200.0
ink and pixel pte. ltd.,2.0
inkspire group llp,100650.0
inlingua school of languages pte. ltd.,62000.0
innoco oil pte ltd,147000.0
innocom technologies pte ltd,1601713.92
innoflex pte. ltd.,961127.2
innoheart pte. ltd.,348657.0
innolas solutions gmbh,2435000.0
innomed pte ltd,123500.0
innoplan technology pte ltd,1965600.0
innotrek pte. ltd.,283491.0
innova market insights b.v.,198000.0
innovative diagnostics private limited,1564850.0
inquiring dialogue pte. ltd.,135000.0
inresearch pte. ltd.,626975.0
inscape limited,97206.89
insert coin pte. ltd.,142072.5
insight technology solutions pte. ltd.,352834.45
insightmatrix,3525249.96
inspire joy,255145.0
institute of mental health,5167840.0
"institution of engineers singapore, the",140000.0
intage singapore pte. ltd.,381270.0
intec precision equipment pte ltd,3842528.9
integrated allied services pvt ltd,983623.95
integrated dna technologies pte. ltd.,850693.85
integrated health plans pte ltd,2221876.0
integrated learning systems pte ltd,19600.0
integrative learning corporation pte ltd,33975.0
intel technology asia pte ltd,869550.0
intensecomp pte. ltd.,1500000.0
interconsultants pte ltd,1036962.86
intercorp solutions pte ltd,3595006.0
interglow (s) pte. ltd.,624613.08
interhorizon corporation pte ltd,1275166.0
interlink power system pte ltd,149884.0
intermass fischer-asia pte ltd,133020.0
international bearings (pte) ltd.,174400.0
international catering pte ltd,112868.0
international paradise connexions tours & travels pte ltd,200040.0
international scientific (private) limited,69900.0
international sos pte ltd,972360.0
international typesetters pte ltd,90026.0
intersoftkk (singapore) pte. ltd.,72280.0
interswift moving and storage pte. ltd.,204102.0
intraix pte. ltd.,696000.0
intricon pte. ltd.,4079726.1
invogue biz pte. ltd.,2629432.1
inx events & productions pte. ltd.,2.0
ionicon analytik gesellschaft m.b.h,233500.0
iosys solutions pte. ltd.,263075.0
ipa singapore pte. ltd.,91776.0
ipav limited,1239602.02
ipg mediabrands (singapore) pte. ltd.,3084935.79
ips securex pte. ltd.,652943.01
ipsos pte. ltd.,8281940.0
iptec pte. ltd.,89900.0
iq dynamics pte ltd,177950.0
iq tennis,64000.0
iron mountain singapore pte. limited,305380.37
isentia brandtology pte. ltd.,990880.0
isentia pte. ltd.,162000.0
island recovery services,3299450.0
iso-team corporation pte ltd,22793921.0
isoteam c&p pte. ltd.,403901.0
isoteam green solutions pte. ltd.,1885758.95
ispl pte ltd,1480000.0
iss facility service sdn bhd,67034.28
iss facility services private limited,9645624.0
iss hydroculture pte. ltd.,150.0
iss security guarding co. ltd.,223102.46
it technologies pte ltd,1195906.5499999998
it-bio pte. ltd.,1017824.0
italmatic tyre & retreading equipment (asia) pte ltd,897740.28
itcan pte. limited,240000.0
itech vision pte ltd,32560.4
iterate pte ltd,346000.0
ithaca pte. ltd.,155400.0
ithera medical gmbh,81215.0
itlink business solutions (s) pte ltd,112268.35
ito security pte. ltd.,84741.8
itron metering systems singapore pte. ltd.,255500.0
its science & medical pte ltd,16581808.870000001
itt global learning pte. ltd.,266445.8
itw pte. ltd.,803160.0
ix technology pte. ltd.,119400.0
izen biosciences private limited,935200.0
izeno private limited,2715254.6
j k foo consortium pte ltd,0.0
j keart alliances pte. ltd.,2505887.5
j'kids amusement pte. ltd.,154724.5
j. m. pang & seah (pte) ltd,1434540.0
j. walter thompson (singapore) pte. ltd.,409306.5
j.p. electronics pte ltd,231000.0
ja engineering and trading pte. ltd.,172000.0
"jack rouse associates, inc.",151000.0
jacobs international consultants pte. ltd.,2051347.0
jadia logistics pte. ltd.,1246504.0
jaguar gas & engineering sdn. bhd.,35987.33
jaie group pte. ltd.,76320.0
jake enterprise pte ltd,72400.0
james aluminium design & contract pte ltd,202641.0
"jangho group co., ltd. singapore branch",37803429.730000004
"jani-king of washington d.c., inc.",483161.76
jardiflore sprl,167774.2
jardin enchante pte. ltd.,1080000.0
jardine lloyd thompson private limited,903258.81
jardine onesolution (2001) pte ltd,21669980.24
jas forwarding (singapore) pte. ltd.,34500.0
jasa investigation & security services pte ltd,5892210.0
jason electronics (pte) ltd,1087290.0
jb parade sdn.bhd.,301214.0
jb technical services,69600.0
"jc & associates communications, inc.",336177.0
jcp consultancy international limited,24900.0
jd acoustic pte. ltd.,177418.0
jd talents management & consultancy pte. ltd.,173300.0
jd union pte. ltd.,188046.0
jean luc charles lebrun,29023.0
jebsen & jessen technology (m) sdn. bhd.,71672.56
jebsen & jessen technology (s) pte. ltd.,3402590.88
jei fong engineering pte. ltd.,6759800.0
jel maintenance pte ltd,41893738.0
jensen asia pte ltd,185690.0
jeol asia pte. ltd.,14952227.0
jgp architecture (s) pte ltd,4.4
ji-hon development pte ltd,1442000.0
jia yi construction pte. ltd.,214200000.0
jib specialist consultants pte. ltd.,587100.0
jim coleman cadillac,90614.43
jin choon civil engineering pte. ltd.,61870900.0
jk technology pte ltd,396039.0
jk trudata solutions pte. ltd.,122264.86
jk59 transport pte. ltd.,707616.0
jmj distribution services pte ltd,75780.0
jms singapore pte ltd,1715667.25
jmz sports management,44100.0
jn engineering (private) limited,971942.0
jobstudio pte. ltd.,547777.52
joevent international,244190.0
john holland electrical & service pte ltd,2505832.0
john holland engineering pte ltd,243000.0
john holland pty ltd - zhen hua (singapore) engineering pte. ltd. joint venture,175741589.0
johnson controls (s) pte. ltd.,46594211.0
joint & y enterprise pte. ltd.,6967766.98
joint analytical systems (singapore) pte. ltd.,146664.0
jones lang lasalle property consultants pte ltd,220001.0
jos applications (s) pte. ltd.,129661.92
joshua research consultants pte. ltd.,330056.0
journeyful pte. ltd.,229673.5
journeys pte ltd,2530584.0
joyous se engineering,307050.0
jpkinstruments aktiengesellschaft (singapore branch),361950.0
jpl consultants pte. ltd.,450960.5
jpl wong & co,493000.0
jpn industrial trading pte ltd,279980.0
jpp far east (s) pte ltd,6878000.0
jpt electronics pte. ltd.,140000.0
js metal pte. ltd.,57824337.8
jupiter builder pte. ltd.,15710502.0
jurong consultants pte ltd/ atkins design engineering consultans pte. ltd./ surbana international consultants pte. ltd.,8955579.98
jurong districentre pte ltd,101376.0
jurong port pte ltd,1.0
jurutera omc,91580.0
jurutera uji tatah sdn. bhd.,29402.52
jusfeedback pte. ltd.,1845580.0
just simply gifts pte. ltd.,421300.0
justlogin pte ltd,127500.0
juzz web pte. ltd.,238640.0
jyc consultancy pte. ltd.,388800.0
k g catering pte. ltd.,280047.0
k h lee engineering & construction pte ltd,3577000.0
k l industries pte ltd,189475.2
k ratna sports pte. ltd.,50082.0
k&c protective technologies pte. ltd.,898000.0
k&h aviation pte. ltd.,1919500.0
k. a. fabric shutters pte. ltd.,620390.0
k. n. nursery (b) sdn bhd,172800.0
k.c. dat (singapore) private limited,577002.0
k.k. logistics,601092.1799999999
k11 security engineering pte. ltd.,163200.0
ka-tech asia pte. ltd.,250850.0
kaba security pte ltd,1170699.06
kadence international pte. ltd.,158886.0
kaffe esplanade,1351940.0
kaffee kultur,360360.0
kah engineering (1986) pte. ltd.,54566560.0
kaia architects,484000.0
kaimay trading pte. ltd.,5717056.0
kaiser foundation health plan of the mid atlantic states,522541.24
kajima overseas asia pte ltd,893965469.0
kandenko co ltd,920388.0
kang swee ann,388200.0
kantar media singapore pte. ltd.,447520.0
"kapteyn-murnane laboratories, inc.",963518.5
"kawasaki heavy industries, ltd. / csr qingdao sifang co., ltd. / kawasaki heavy industries (s) pte ltd consortium",136800000.0
kay lim construction & trading pte ltd,508500000.0
kay ngee tan architects,243016.9
kayakasia paddlesports pte. ltd.,13000.0
kb associates pte. ltd.,1296689.0
kc lau registered inspector,22800.0
kc security & investigation services pte. ltd.,209000.0
kcl consultants pte. ltd.,12000.0
keat seng piling pte. ltd.,12993828.0
kelly services (singapore) pte. ltd.,1556272.7999999998
kemet far east pte ltd,220540.0
kemsa (far east) pte ltd,118800.0
ken-pal (s) pte ltd,295677756.0
kenda (s) pte ltd,101128.2
kenetics innovations pte ltd,338886.0
keppel enterprise services pte. ltd.,231000.0
keppel infrastructure holdings pte. ltd.,1.08
keppel logistics pte ltd,2268462.0
kestrel investigation & security pte ltd,3619800.0
key editions pte ltd,1111060.0
keydence systems pte. ltd.,250000.0
keyence singapore pte ltd,158800.0
keysight technologies singapore (sales) pte. ltd.,2054501.0199999998
kh & hong pte ltd,1549304.0
kh security agency pte. ltd.,289200.0
khattarwong llp,26903.0
khian heng construction (private) limited,38190000.0
khl printing co. pte ltd,155822.8
khoon yan pte. ltd.,445000.0
kian hiap construction pte ltd,84397334.0
kiat lee landscape & building pte ltd,15299810.0
kib insurance brokers (s) pte ltd,766859.08
kienta engineering construction pte. ltd.,123098000.0
killem pest pte ltd,8488434.0
kilowatts engineering and construction pte ltd,157281182.0
kim bock contractor private limited,60129744.68
kim huat refrigeration and electrical pte ltd,1355540.0
kim seng heng engineering construction (pte) ltd,60601516.0
kim technology & systems engineering pte ltd,551110.0
kim tiong huat contractor pte ltd,11429625.0
kimaro geotechnical engineering pte. ltd.,1862476.0
kimly construction private limited,475546591.0
kin xin engineering pte ltd,7010000.0
kin yiap press pte ltd,65576.0
kindly construction & services pte. ltd.,1800000.0
king auto technologies & engineering pte. ltd.,636975.0
king content (sg) pte. ltd.,226607.5
king's build industrial pte ltd,195000.0
kingsmen exhibits pte ltd,19658669.0
kingsmen ooh-media pte. ltd.,2127873.86
kingsville pacific (since 1978) private limited,927485.0
"kingyoup optronics co., ltd.",1746672.56
kinlab pte. ltd.,70000.0
kinokuniya book stores of singapore pte ltd,413.0
kipp & zonen asia pacific pte. ltd.,459500.0
"kiso-jiban consultants co., ltd singapore branch",13518360.0
kistler instruments (pte) ltd,274487.0
kjs construction pte ltd,19033039.990000002
kk women's and children's hospital pte. ltd.,31200.0
kkt technology pte. ltd.,280000.0
klareco communications pte. ltd.,2241882.76
kleen wash laundry,3150.0
kloe sa,528738.31
knight frank property asset management pte. ltd.,14121311.4
knight frank pte ltd,165005.2
knight griffin pte. ltd.,151600.0
knolskape solutions pte. ltd.,36500.0
knowledge management solutions pte ltd,6420227.24
knt engineering & trading pte ltd,4102436.93
ko'ach consultants pte. ltd.,155000.0
ko'ach development pte. ltd.,2549400.0
kodak (singapore) pte. limited,4913311.89
kodak alaris singapore pte. ltd.,162771.0
koh brothers building & civil engineering contractor (pte.) ltd.,342950000.0
koh bus transport service,395140.0
koh contracts & services pte. ltd.,856720.0
koh eco engineering pte. ltd.,8370000.0
kohler singapore pte. ltd.,78620.0
kohup sports pte ltd,592770.0
koizumi lighting singapore pte. ltd.,23618291.67
kok tong construction pte ltd,7505000.0
kolon global corporation,16945158.0
komco engineering pte ltd,68592.0
komoco motors pte ltd,175000.0
kone pte ltd,23555378.4
"kong, lim & partners llp",530622.0
kongsberg maritime pte. ltd.,3968900.0
kongsberg norcontrol pte. ltd.,372438.0
konica minolta business solutions asia pte. ltd.,995870.0
koon construction & transport co. pte. ltd.,162578600.0
koon seng construction pte ltd,2980300.0
koraker construction pte. ltd.,49800.0
kordamentha pte. ltd.,3990160.0
korn ferry hay group pte. ltd.,7118025.0
korn/ferry international pte. ltd.,350000.0
kosh consulting group (asia) pte. ltd.,270500.0
kowa lab engineering pte. ltd.,166734.0
koyo engineering (s.e. asia) pte. ltd.,35749320.0
kpmg advisory services pte. ltd.,560000.0
kpmg llp,4694030.0
kpmg services pte. ltd.,31327005.310000002
kram electrical industries ltd,193037.64
krds digital pte. ltd.,277000.0
krishco singapore construction pte ltd,7343200.0
kruthwong & sprenger pte. ltd.,144052.0
ks partners engineering enterprise,122400.0
kt business (r) pte. ltd.,6540080.0
ktc civil engineering & construction pte ltd,896009108.0
ktp consultants pte ltd,2564100.0
kua harn wei,43163.0
kuan aik hong construction pte ltd,94492500.0
kumpulan protection sdn bhd,19440.0
kumudra landscape services pte. ltd.,69600.0
kunda consulting engineers,185000.0
kunyi (singapore) pte ltd,778992.0
kurihara kogyo co. ltd.,341000.0
kurita (singapore) pte. ltd.,1738002.05
kwan yong construction pte ltd,124950000.0
kwang sing engineering pte. ltd.,7879150.0
kwoh yap chuang,84000.0
kwok printers pte ltd,373888.0
kwong wai shiu hospital,1.0
kyo ei denko pte ltd,100000.0
kyoob - id pte. ltd.,463851.0
kyoob architects pte. ltd.,1647580.0
"l & k engineering co., ltd (singapore branch)",17568000.0
l&rui concept group pte. ltd.,5414877.8
l-meta engineering pte ltd,712500.0
l-pine design pte ltd,1684655.0
l. h. mgmt pte. ltd.,111800.0
l.c.h. construction & trading pte ltd,398700.0
lab science solution pte. ltd.,1879014.0
labivf asia pte. ltd.,157460.0
labman automation limited,996516.0
labotech pte ltd,197600.0
labquip (s) pte ltd,2324188.0
lac construction pte. ltd.,0.0
laerdal singapore pte ltd,225904.88
lagardere sports asia pte. ltd.,398500.01
lagoon events & entertainment pte ltd,72742.0
lai metals pte. ltd.,45360.0
lai pui san,9600.0
lai yew seng pte ltd,2705170.0
lai-bros air-cond. & electrical sdn. bhd.,62887.049999999996
lam chuan construction pte ltd,22060235.0
lam hwa engineering & trading pte ltd,4562052.3
lancer design pte ltd,283400.0
landscape engineering pte ltd,58468643.0
language works pte. ltd.,26600.0
langzauner gmbh,269950.05
lanspower services sdn. bhd.,29896.91
lantone systems pte. ltd.,65050.0
laser 21 pte ltd,5200355.67
latitude experience pte. limited,565392.72
laud architects pte ltd,2465006.5
lavision biotec gmbh,500000.0
lbd engineering pte. ltd.,218045255.0
lbe engineering pte. ltd.,496281.0
lc&t builder (1971) pte. ltd.,286516160.0
lce engineering pte ltd,911342.0
ldr pte. ltd.,404000.0
le tong resources pte. ltd.,17.28
leacon engineering pte. ltd.,570440.0
leads engineering (s) pte ltd,2332000.0
leaptron engineering pte ltd,516460.0
lecip (singapore) pte. ltd.,286625.0
lectrix engineering pte. ltd.,3626000.4
led signs pte. ltd.,165045.2
lee & lee,1042000.0
lee & lee consultants pte ltd,950000.0
lee & lim international,85550.0
lee hou koon,20250.0
lee hung scientific pte ltd,123325.0
lee sin pte. ltd.,130000.0
leeden fire safety pte. ltd.,612850.0
leeden national oxygen ltd.,2290853.0
lego house pte. ltd.,315300.0
leica microsystems (sea) pte ltd,2431125.3000000003
leighton contractors (asia) limited (singapore branch),494581448.0
leistritz sea pte. ltd.,760000.0
